word,cefr_level,source,pos,meaning_ko,meaning_en,forms,category,word_code,sense_code,synonyms
solution,B1,LCMS_0729_0727_wordmeta,Noun,섞여 있는 액체,a liquid with things mixed in it,solutions,Science & Discovery,W000003492,S000000002,"mixture,blend,liquid"
accelerate,C1,LCMS_0729_0727_wordmeta,Verb,속도를 높이다,to make something go faster,"accelerated,accelerates,accelerating",Actions & Verbs,W000003494,S000000001,"speed up,quicken"
dramatically,B2,LCMS_0729_0727_wordmeta,Adverb,아주 놀랍게,in a very exciting or surprising way,,Abstract Concepts,W000003495,S000000001,"greatly,significantly,strikingly"
dramatically,B2,LCMS_0729_0727_wordmeta,Adverb,아주 많이,in a very big way,,Abstract Concepts,W000003495,S000000002,"greatly,significantly,strikingly"
international,B1,LCMS_0729_0727_wordmeta,Adjective,"여러 나라의, 세계적인",about two or more countries,,Society & Community,W000003496,S000000001,"global,worldwide,universal"
international,B1,LCMS_0729_0727_wordmeta,Noun,국제 경기,a game with players from different countries,,Society & Community,W000003496,S000000002,"global,worldwide,universal"
international,B1,LCMS_0729_0727_wordmeta,Noun,국제 조직,a group with members from different countries,,Society & Community,W000003496,S000000003,"global,worldwide,universal"
regardless,C1,LCMS_0729_0727_wordmeta,Adjective,~을 신경 쓰지 않는,not thinking about something,,Abstract Concepts,W000003498,S000000001,"heedless,unmindful"
regardless,C1,LCMS_0729_0727_wordmeta,Adverb,"상관없이, 어쨌든",no matter what happens,,Grammar & Function Words,W000003498,S000000002,"heedless,unmindful"
noodles,A1,LCMS_0729_0727_wordmeta,Noun,"국수, 면","long thin strips of food, often made from flour",,Food & Drink,W000003505,S000000001,pasta
relaxing,B1,LCMS_0729_0727_wordmeta,Adjective,편안하게 하는,making you feel calm and rested,"more relaxing,most relaxing",Feelings & Emotions,W000003509,S000000001,"soothing,calming,restful,peaceful"
difficult,A1,LCMS_0729_0727_wordmeta,Adjective,어려운,not easy to do or understand,"more difficult,most difficult",Abstract Concepts,W000003510,S000000001,"hard,tough,challenging,tricky"
dentist,A1,LCMS_0729_0727_wordmeta,Noun,치과 의사,a doctor who takes care of your teeth,dentists,Health & Body,W000003511,S000000001,"orthodontist,dental surgeon"
forget,A2,LCMS_0729_0727_wordmeta,Verb,~하는 것을 잊다,to not remember to do something,"forgot,forgotten,forgets,forgetting",Actions & Verbs,W000003514,S000000001,"omit,neglect,overlook"
forget,A2,LCMS_0729_0727_wordmeta,Verb,"잊어버리다, 기억 못하다",to not remember something,"forgot,forgotten,forgets,forgetting",Actions & Verbs,W000003514,S000000002,"omit,neglect,overlook"
professor,B1,LCMS_0729_0727_wordmeta,Noun,대학교에서 가르치는 선생님,a teacher at a university,professors,People & Family,W000003515,S000000001,"lecturer,academic"
present,A1,LCMS_0729_0727_wordmeta,Adjective,"있는, 참석한",in a place or at an event,"presented,presents,presenting",Abstract Concepts,W000003518,S000000001,"give,offer,show,demonstrate"
present,A1,LCMS_0729_0727_wordmeta,Adjective,"지금의, 현재의",happening or existing now,"presented,presents,presenting",Abstract Concepts,W000003518,S000000002,"give,offer,show,demonstrate"
present,A1,LCMS_0729_0727_wordmeta,Noun,선물,something you give to someone,"presented,presents,presenting",Home & Objects,W000003518,S000000003,"give,offer,show,demonstrate"
present,A1,LCMS_0729_0727_wordmeta,Noun,"지금, 현재",the time that is happening now,"presented,presents,presenting",Numbers & Time,W000003518,S000000004,"give,offer,show,demonstrate"
present,A1,LCMS_0729_0727_wordmeta,Verb,소개하다,to tell people about someone or something new,"presented,presents,presenting",Actions & Verbs,W000003518,S000000005,"give,offer,show,demonstrate"
present,A1,LCMS_0729_0727_wordmeta,Verb,"주다, 보여주다",to give or show something to others,"presented,presents,presenting",Actions & Verbs,W000003518,S000000006,"give,offer,show,demonstrate"
curtain,B1,LCMS_0729_0727_wordmeta,Noun,"커튼, 휘장",a piece of cloth that covers a window,curtains,Home & Objects,W000003519,S000000001,"drape,blind,shade"
belong,B1,LCMS_0729_0727_wordmeta,Verb,~에 속하다,to be a part of a group,"belonged,belongs,belonging",Abstract Concepts,W000003521,S000000001,"be a part of,be owned by"
belong,B1,LCMS_0729_0727_wordmeta,Verb,~의 것이다,to be owned by someone,"belonged,belongs,belonging",Abstract Concepts,W000003521,S000000002,"be a part of,be owned by"
best,A1,LCMS_0729_0727_wordmeta,Noun,"최선, 최고",the best thing or effort,,Abstract Concepts,W000003522,S000000001,"prime,peak,optimum"
best,A1,LCMS_0729_0727_wordmeta,Adjective,"최고의, 가장 좋은",better than all others,,Abstract Concepts,W000003522,S000000002,"prime,peak,optimum"
best,A1,LCMS_0729_0727_wordmeta,Adverb,"가장 잘, 최고로",in the best way,,Abstract Concepts,W000003522,S000000003,"prime,peak,optimum"
mess,B1,LCMS_0729_0727_wordmeta,Noun,"어질러진 곳, 엉망인 상태",a place that is not tidy or clean,messes,Home & Objects,W000003523,S000000001,"disorder,clutter,chaos,jumble"
mess,B1,LCMS_0729_0727_wordmeta,Verb,"망치다, 실수하다",to do something badly or make a mistake,messes,Actions & Verbs,W000003523,S000000002,"disorder,clutter,chaos,jumble"
mess,B1,LCMS_0729_0727_wordmeta,Verb,어지럽게 하다,to make a place untidy or dirty,messes,Actions & Verbs,W000003523,S000000003,"disorder,clutter,chaos,jumble"
advise,B1,LCMS_0729_0727_wordmeta,Verb,"조언하다, 충고하다",to give ideas or help to someone,"advised,advises,advising",Actions & Verbs,W000003526,S000000001,"counsel,recommend,suggest"
competitor,B1,LCMS_0729_0727_wordmeta,Noun,"경쟁하는 사람, 선수",a person who tries to win in a game or race,competitors,People & Family,W000003528,S000000001,"rival,opponent,contestant,challenger"
genuine,B2,LCMS_0729_0727_wordmeta,Adjective,"진심의, 꾸밈없는","real and honest, not pretending",,Feelings & Emotions,W000003532,S000000001,"real,authentic,true,actual"
genuine,B2,LCMS_0729_0727_wordmeta,Adjective,"진짜의, 가짜가 아닌",real and not fake,,Abstract Concepts,W000003532,S000000002,"real,authentic,true,actual"
shocked,B2,LCMS_0729_0727_wordmeta,Adjective,"아주 놀란, 충격받은",feeling very surprised or upset about something,,Feelings & Emotions,W000003542,S000000001,"surprised,astonished,dismayed,stunned"
attraction,B1,LCMS_0729_0727_wordmeta,Noun,"관광지, 볼거리",a place or thing that many people visit,attractions,Places & Transport,W000003545,S000000001,"allure,magnetism,appeal"
attraction,B1,LCMS_0729_0727_wordmeta,Noun,끌어당기는 힘,a power that pulls things,attractions,Abstract Concepts,W000003545,S000000002,"allure,magnetism,appeal"
conventional,B2,LCMS_0729_0727_wordmeta,Adjective,보통의,usual and accepted by many people,"more conventional,most conventional",Abstract Concepts,W000003546,S000000001,"traditional,standard,ordinary"
regulation,B2,LCMS_0729_0727_wordmeta,Noun,지켜야 할 규칙,an official rule to follow,regulations,Society & Community,W000003548,S000000001,"rule,law,guideline"
regulation,B2,LCMS_0729_0727_wordmeta,Noun,알맞게 하는 것,the act of controlling or adjusting,regulations,Abstract Concepts,W000003548,S000000002,"rule,law,guideline"
puzzle,A2,LCMS_0729_0727_wordmeta,Noun,"퍼즐, 수수께끼",a game or question that is hard to solve,puzzles,Home & Objects,W000003550,S000000001,"riddle,enigma"
puzzle,A2,LCMS_0729_0727_wordmeta,Verb,헷갈리게 하다,to make someone feel confused,puzzles,Feelings & Emotions,W000003550,S000000002,"riddle,enigma"
accommodation,B1,LCMS_0729_0727_wordmeta,Noun,"머무는 곳, 숙소",a place where you can stay or live,accommodations,Home & Objects,W000003553,S000000001,"lodging,housing,dwelling"
mere,C1,LCMS_0729_0727_wordmeta,Adjective,그저 ~일 뿐인,only or just,,Abstract Concepts,W000003554,S000000001,"simple,bare,only,just"
annoy,B1,LCMS_0729_0727_wordmeta,Verb,"짜증 나게 하다, 귀찮게 하다",to make someone feel a little angry or bothered,"annoyed,annoys,annoying",Feelings & Emotions,W000003559,S000000001,"bother,irritate,pester"
cover,B1,LCMS_0729_0727_wordmeta,Noun,무언가를 덮는 것,a thing that covers something else,"covered,covers,covering",Home & Objects,W000003563,S000000001,"hide,conceal,shield,protect"
cover,B1,LCMS_0729_0727_wordmeta,Verb,(거리를) 이동하다,to travel a certain distance,"covered,covers,covering",Actions & Verbs,W000003563,S000000002,"hide,conceal,shield,protect"
cover,B1,LCMS_0729_0727_wordmeta,Verb,(내용을) 다루다,to talk about a subject or topic,"covered,covers,covering",Actions & Verbs,W000003563,S000000003,"hide,conceal,shield,protect"
cover,B1,LCMS_0729_0727_wordmeta,Verb,무언가를 덮거나 가리다,to put something on top of another thing,"covered,covers,covering",Actions & Verbs,W000003563,S000000004,"hide,conceal,shield,protect"
reflect,B1,LCMS_0729_0727_wordmeta,Verb,곰곰이 생각하다,to think carefully and deeply about something,"reflected,reflects,reflecting",Actions & Verbs,W000003565,S000000001,"mirror,show,reveal"
reflect,B1,LCMS_0729_0727_wordmeta,Verb,비추다,to show an image on a shiny surface like a mirror,"reflected,reflects,reflecting",Actions & Verbs,W000003565,S000000002,"mirror,show,reveal"
runner,B1,LCMS_0729_0727_wordmeta,Noun,길고 좁은 천,"a long, narrow piece of cloth or carpet",runners,Home & Objects,W000003569,S000000001,"athlete,sprinter"
runner,B1,LCMS_0729_0727_wordmeta,Noun,"달리는 사람, 선수","a person who runs, often in a race",runners,People & Family,W000003569,S000000002,"athlete,sprinter"
symbolic,C1,LCMS_0729_0727_wordmeta,Adjective,"상징하는, 상징적인",meaning something else or standing for it,,Abstract Concepts,W000003572,S000000001,"representative,emblematic,indicative"
based,A2,LCMS_0729_0727_wordmeta,Adjective,"~에 기반한, ~을 근거로 한",using something as its main idea or starting point,,Abstract Concepts,W000003573,S000000001,"founded,derived,supported"
backdrop,C1,LCMS_0729_0727_wordmeta,Noun,무대 배경,a large cloth or screen behind actors on a stage,backdrops,Home & Objects,W000003574,S000000001,"setting,scenery"
backdrop,C1,LCMS_0729_0727_wordmeta,Noun,이야기 배경,the general situation or setting of a story,backdrops,Abstract Concepts,W000003574,S000000002,"setting,scenery"
something,B1,LCMS_0729_0727_wordmeta,Pronoun,"어떤 것, 무엇인가",a thing that is not known,,Grammar & Function Words,W000003577,S000000001,"anything,thing"
pointed,B2,LCMS_0729_0727_wordmeta,Adjective,"뾰족한, 날카로운",having a sharp end or tip,"more pointed,most pointed",Colors & Shapes,W000003581,S000000001,"sharp,keen,tapered"
rude,A2,LCMS_0729_0727_wordmeta,Adjective,"무례한, 버릇없는",not polite to others,"ruder,rudest",Feelings & Emotions,W000003582,S000000001,"impolite,disrespectful,ill-mannered,uncivil"
thereby,C1,LCMS_0729_0727_wordmeta,Adverb,그것으로,because of that,,Grammar & Function Words,W000003585,S000000001,"thus,consequently,therefore"
religious,B1,LCMS_0729_0727_wordmeta,Adjective,종교를 믿는,believing in a god or many gods,"more religious,most religious",Society & Community,W000003588,S000000001,"devout,pious"
shower,A1,LCMS_0729_0727_wordmeta,Noun,"샤워, 몸 씻기",an act of washing your body with water,showers,Health & Body,W000003589,S000000001,"bath,wash"
shower,A1,LCMS_0729_0727_wordmeta,Noun,"소나기, 짧은 비",a short time of rain,showers,Nature & Weather,W000003589,S000000002,"bath,wash"
shower,A1,LCMS_0729_0727_wordmeta,Verb,샤워하다,to wash your body with water,showers,Health & Body,W000003589,S000000003,"bath,wash"
shower,A1,LCMS_0729_0727_wordmeta,Verb,쏟아지다,to fall like many small drops,showers,Actions & Verbs,W000003589,S000000004,"bath,wash"
functional,C1,LCMS_0729_0727_wordmeta,Adjective,쓸모 있는,able to work or be used,"more functional,most functional",Abstract Concepts,W000003590,S000000001,"practical,useful,operational,working"
fact,A1,LCMS_0729_0727_wordmeta,Noun,"진짜 사실, 진실",something that is true or really happened,facts,Abstract Concepts,W000003592,S000000001,"truth,reality,certainty"
ironic,C1,LCMS_0729_0727_wordmeta,Adjective,반어적인,saying the opposite of what you mean in a funny way,"more ironic,most ironic",Abstract Concepts,W000003593,S000000001,"sardonic,unexpected,paradoxical"
ironic,C1,LCMS_0729_0727_wordmeta,Adjective,예상 밖의,when something happens that is the opposite of what you expect,"more ironic,most ironic",Abstract Concepts,W000003593,S000000002,"sardonic,unexpected,paradoxical"
surfboard,B1,LCMS_0729_0727_wordmeta,Noun,"서핑보드, 파도타기 판",a long board used to ride on ocean waves,surfboards,Home & Objects,W000003594,S000000001,
fundamental,B2,LCMS_0729_0727_wordmeta,Adjective,아주 중요한,very basic and important,"more fundamental,most fundamental",Abstract Concepts,W000003598,S000000001,"basic,essential,crucial,primary"
fade,C1,LCMS_0729_0727_wordmeta,Verb,색이 바래다,to slowly lose color,"faded,fades,fading",Actions & Verbs,W000003602,S000000001,"disappear,diminish,lessen,grow dim"
fade,C1,LCMS_0729_0727_wordmeta,Verb,흐려지다,to slowly become less clear or visible,"faded,fades,fading",Actions & Verbs,W000003602,S000000002,"disappear,diminish,lessen,grow dim"
fade,C1,LCMS_0729_0727_wordmeta,Noun,오른손잡이 골퍼가 오른쪽으로 휘어지는 골프샷,a golf shot that curves to the right for a right-handed golfer,"faded,fade,fades,fading",Abstract Concepts,W000003602,S000000003,"slice,slicing"
fade,C1,LCMS_0729_0727_wordmeta,Verb,서서히 사라지다,to slowly disappear or become less strong,"faded,fades,fading",Actions & Verbs,W000003602,S000000004,"disappear,diminish,lessen"
temperature,A1,LCMS_0729_0727_wordmeta,Noun,온도,how hot or cold something is,temperatures,Nature & Weather,W000003605,S000000001,"heat,warmth,coldness"
temperature,A1,LCMS_0729_0727_wordmeta,Noun,체온,how hot or cold a person's body is,temperatures,Health & Body,W000003605,S000000002,"heat,warmth,coldness"
free,B1,LCMS_0729_0727_wordmeta,Adjective,"공짜인, 무료인",not costing any money,"freer,freest",Shopping & Money,W000003606,S000000001,"complimentary,gratis"
free,B1,LCMS_0729_0727_wordmeta,Adjective,비어있는,empty and ready to use,"freer,freest",Abstract Concepts,W000003606,S000000002,"complimentary,gratis"
free,B1,LCMS_0729_0727_wordmeta,Adjective,자유로운,not controlled by anyone,"freer,freest",Abstract Concepts,W000003606,S000000003,"complimentary,gratis"
free,B1,LCMS_0729_0727_wordmeta,Adjective,한가한,not busy,"freer,freest",Abstract Concepts,W000003606,S000000004,"complimentary,gratis"
free,B1,LCMS_0729_0727_wordmeta,Adverb,"공짜로, 무료로",without paying any money,"freer,freest",Shopping & Money,W000003606,S000000005,"complimentary,gratis"
free,B1,LCMS_0729_0727_wordmeta,Verb,"풀어주다, 자유롭게 하다",to let someone or something go,"freer,freest",Actions & Verbs,W000003606,S000000006,"complimentary,gratis"
honour,B2,LCMS_0729_0727_wordmeta,Noun,"명예, 존경",a feeling of great respect for someone,honours,Abstract Concepts,W000003611,S000000001,"respect,prestige,glory"
honour,B2,LCMS_0729_0727_wordmeta,Verb,영광을 주다,to make someone feel proud or special,honours,Actions & Verbs,W000003611,S000000002,"respect,prestige,glory"
honour,B2,LCMS_0729_0727_wordmeta,Verb,존경하다,to show great respect for someone,honours,Actions & Verbs,W000003611,S000000003,"respect,prestige,glory"
rebellion,C1,LCMS_0729_0727_wordmeta,Noun,"반항, 저항",an act of fighting against rules or control,rebellions,Society & Community,W000003612,S000000001,"revolt,uprising,mutiny,resistance"
reaction,B1,LCMS_0729_0727_wordmeta,Noun,어떤 일에 대한 반응,what you do or feel because of something,reactions,Abstract Concepts,W000003613,S000000001,"response,reply,answer"
nightlife,B1,LCMS_0729_0727_wordmeta,Noun,밤에 즐기는 활동,fun things to do in the evening or at night,,Society & Community,W000003615,S000000001,
trousers,Pre A1,LCMS_0729_0727_wordmeta,Noun,바지,clothes you wear on your legs,trousers,Clothes,W000003617,S000000001,pants
actually,A2,LCMS_0729_0727_wordmeta,Adverb,"사실은, 실제로","in a real way, or truly",,Abstract Concepts,W000003622,S000000001,"really,in fact,truly"
evolve,B2,LCMS_0729_0727_wordmeta,Verb,"진화하다, 발전하다",to slowly change and grow over time,"evolved,evolves,evolving",Science & Discovery,W000003623,S000000001,"develop,progress,grow"
face,Pre A1,LCMS_0729_0727_wordmeta,Noun,얼굴,the front part of your head,faces,Body & Senses,W000003624,S000000001,
face,Pre A1,LCMS_0729_0727_wordmeta,Verb,~을 향하다,to turn towards something,faces,Actions & Verbs,W000003624,S000000002,
face,Pre A1,LCMS_0729_0727_wordmeta,Verb,어려운 일에 맞서다,to deal with a hard problem,faces,Actions & Verbs,W000003624,S000000003,
face,Pre A1,LCMS_0729_0727_wordmeta,Adverb,인간의 머리 앞부분은 이마에서 턱까지,the front of the human head from the forehead to the chin and ear to ear,"face,faces,faced,facing",Grammar & Function Words,W000003624,S000000004,human face
afraid,A1,LCMS_0729_0727_wordmeta,Adjective,"두려워하는, 무서워하는",feeling scared or worried,,Feelings & Emotions,W000003627,S000000001,"scared,fearful,frightened"
household,B2,LCMS_0729_0727_wordmeta,Adjective,집이나 가족과 관련된,about a house or family,households,People & Family,W000003629,S000000001,"family,home"
household,B2,LCMS_0729_0727_wordmeta,Noun,한 집에 사는 사람들,all the people living in one house,households,People & Family,W000003629,S000000002,"family,home"
invite,A1,LCMS_0729_0727_wordmeta,Verb,초대하다,to ask someone to come to a place,"invited,invites,inviting",Actions & Verbs,W000003630,S000000001,"ask,welcome"
ratio,C1,LCMS_0729_0727_wordmeta,Noun,"비율, 비",a way to compare two numbers or amounts,ratios,Numbers & Time,W000003631,S000000001,"proportion,percentage"
calculation,C1,LCMS_0729_0727_wordmeta,Noun,계산,the act of finding an answer with numbers,calculations,School & Learning,W000003632,S000000001,"computation,reckoning,figuring"
junction,C1,LCMS_0729_0727_wordmeta,Noun,길이나 선이 만나는 곳,a place where roads or paths meet,junctions,Places & Transport,W000003633,S000000001,"intersection,crossing,connection"
instinct,C1,LCMS_0729_0727_wordmeta,Noun,본능,a natural way to act without thinking,instincts,Abstract Concepts,W000003638,S000000001,"intuition,nature,drive"
ice,A1,LCMS_0729_0727_wordmeta,Noun,"얼음, 아주 차가운 물",water that has become frozen,,Nature & Weather,W000003640,S000000001,
ice,A1,LCMS_0729_0727_wordmeta,Verb,"얼리다, 얼음으로 덮다",to make something very cold or put ice on it,,Actions & Verbs,W000003640,S000000002,
shrug,C1,LCMS_0729_0727_wordmeta,Noun,어깨 으쓱하기,an act of raising your shoulders,"shrugged,shrugs,shrugging",Actions & Verbs,W000003641,S000000001,
shrug,C1,LCMS_0729_0727_wordmeta,Verb,어깨를 으쓱하다,to raise your shoulders to show you do not know or care,"shrugged,shrugs,shrugging",Actions & Verbs,W000003641,S000000002,
coordination,C1,LCMS_0729_0727_wordmeta,Noun,몸을 잘 움직이는 능력,the skill to move your body well,,Health & Body,W000003643,S000000001,"agility,dexterity"
coordination,C1,LCMS_0729_0727_wordmeta,Noun,서로 잘 맞추는 능력,the way things work well together,,Abstract Concepts,W000003643,S000000002,"agility,dexterity"
presentation,B1,LCMS_0729_0727_wordmeta,Noun,"발표, 발표회",a talk or show given to a group,presentations,School & Learning,W000003647,S000000001,"display,arrangement,showing"
presentation,B1,LCMS_0729_0727_wordmeta,Noun,보여주는 방식,the way something is shown or arranged,presentations,Abstract Concepts,W000003647,S000000002,"display,arrangement,showing"
whenever,B1,LCMS_0729_0727_wordmeta,Adverb,"언제든지, 아무 때나",at any time,,Grammar & Function Words,W000003648,S000000001,"anytime,every time"
whenever,B1,LCMS_0729_0727_wordmeta,Conjunction,~할 때마다,every time something happens,,Grammar & Function Words,W000003648,S000000002,"anytime,every time"
handlebars,B1,LCMS_0729_0727_wordmeta,Noun,자전거 손잡이,the bar on a bicycle that you hold to steer it,,Home & Objects,W000003649,S000000001,bike handles
awkward,B2,LCMS_0729_0727_wordmeta,Adjective,"다루기 어려운, 불편한",hard to use or hold,"awkwarder,awkwardest",Abstract Concepts,W000003650,S000000001,"clumsy,inconvenient,cumbersome"
awkward,B2,LCMS_0729_0727_wordmeta,Adjective,"어색한, 쑥스러운",making you feel shy or not comfortable,"awkwarder,awkwardest",Feelings & Emotions,W000003650,S000000002,"clumsy,inconvenient,cumbersome"
ruin,B1,LCMS_0729_0727_wordmeta,Noun,"폐허, 유적",parts of a building that is broken,"ruined,ruins,ruining",Places & Transport,W000003652,S000000001,"destroy,spoil,wreck"
ruin,B1,LCMS_0729_0727_wordmeta,Verb,"망가뜨리다, 못 쓰게 하다",to damage something badly,"ruined,ruins,ruining",Actions & Verbs,W000003652,S000000002,"destroy,spoil,wreck"
icy,B1,LCMS_0729_0727_wordmeta,Adjective,얼음처럼 차가운,"like ice, very cold","icier,iciest",Nature & Weather,W000003653,S000000001,"freezing,frosty,cold"
vanilla,B1,LCMS_0729_0727_wordmeta,Noun,"바닐라 맛, 바닐라향",a sweet smell or taste used in food,,Food & Drink,W000003654,S000000001,
vanilla,B1,LCMS_0729_0727_wordmeta,Adjective,바닐라 맛의,tasting of vanilla,,Food & Drink,W000003654,S000000002,
vanilla,B1,LCMS_0729_0727_wordmeta,Adjective,"평범한, 단순한",very plain and simple,,Abstract Concepts,W000003654,S000000003,
impatient,B2,LCMS_0729_0727_wordmeta,Adjective,참을성 없는,not able to wait for something,"more impatient,most impatient",Feelings & Emotions,W000003656,S000000001,"eager,anxious,restless,hasty"
impatient,B2,LCMS_0729_0727_wordmeta,Noun,지연이나 반대 때문에 불안하거나 성미가 급함,restless or short-tempered under delay or opposition,impatient,Abstract Concepts,W000003656,S000000002,
spill,B1,LCMS_0729_0727_wordmeta,Noun,쏟아진 것,an amount of liquid that has spilled,"spilled,spills,spilling",Actions & Verbs,W000003657,S000000001,"upset,overflow,shed"
spill,B1,LCMS_0729_0727_wordmeta,Verb,"쏟다, 흘리다",to make liquid flow out by mistake,"spilled,spills,spilling",Actions & Verbs,W000003657,S000000002,"upset,overflow,shed"
keeper,B1,LCMS_0729_0727_wordmeta,Noun,다른 사람을 담당하는 사람,someone in charge of other people,keeper,People & Family,W000003659,S000000001,
please,Pre A1,LCMS_0729_0727_wordmeta,Interjection,"제발, 부디",used to ask for something kindly,,Grammar & Function Words,W000003660,S000000001,"kindly,if you would"
please,Pre A1,LCMS_0729_0727_wordmeta,Verb,기쁘게 하다,to make someone feel happy,,Feelings & Emotions,W000003660,S000000002,"kindly,if you would"
finding,B2,LCMS_0729_0727_wordmeta,Noun,"발견한 것, 결과",something new that you learn or find,findings,Abstract Concepts,W000003661,S000000001,"discovery,result,conclusion"
inspect,C1,LCMS_0729_0727_wordmeta,Verb,"검사하다, 자세히 살피다",to look at something very carefully,"inspected,inspects,inspecting",Actions & Verbs,W000003664,S000000001,"examine,check,review,scrutinize"
broccoli,B1,LCMS_0729_0727_wordmeta,Noun,초록색 채소,a green vegetable that looks like a small tree,broccolis,Food & Drink,W000003668,S000000001,
detect,B2,LCMS_0729_0727_wordmeta,Verb,숨어 있는 것을 찾아내다,to find something hidden,"detected,detects,detecting",Actions & Verbs,W000003669,S000000001,"discover,find,sense,notice,identify"
rule,B1,LCMS_0729_0727_wordmeta,Noun,"규칙, 지켜야 할 것",an instruction of what to do or not do,rules,Society & Community,W000003670,S000000001,"regulation,law,guideline"
rule,B1,LCMS_0729_0727_wordmeta,Verb,"다스리다, 이끌다",to control a country or group,rules,Society & Community,W000003670,S000000002,"regulation,law,guideline"
amateur,C1,LCMS_0729_0727_wordmeta,Adjective,취미로 하는,"done for fun, not as a job",amateurs,People & Family,W000003671,S000000001,"beginner,hobbyist,novice"
amateur,C1,LCMS_0729_0727_wordmeta,Noun,취미로 하는 사람,a person who does something for fun,amateurs,People & Family,W000003671,S000000002,"beginner,hobbyist,novice"
condemn,C1,LCMS_0729_0727_wordmeta,Verb,"아주 나쁘다고 말하다, 비난하다",to say that something is very bad,"condemned,condemns,condemning",Actions & Verbs,W000003672,S000000001,"criticize,denounce,censure,blame"
get off,A1,LCMS_0729_0727_wordmeta,Verb,내리다,to leave a vehicle or come down from something,,Actions & Verbs,W000003673,S000000001,
fundamentally,B2,LCMS_0729_0727_wordmeta,Adverb,기본적으로,in a very basic and important way,,Abstract Concepts,W000003674,S000000001,"basically,essentially,primarily"
poem,B1,LCMS_0729_0727_wordmeta,Noun,"시, 운문",a piece of writing with short lines that often rhyme,poems,School & Learning,W000003676,S000000001,"verse,rhyme"
damaging,C1,LCMS_0729_0727_wordmeta,Adjective,"해로운, 손해를 입히는",causing harm or hurt,,Abstract Concepts,W000003677,S000000001,"harmful,hurtful,destructive,detrimental"
poet,B1,LCMS_0729_0727_wordmeta,Noun,시인,a person who writes poems,poets,People & Family,W000003679,S000000001,"bard,versifier"
checkout,B1,LCMS_0729_0727_wordmeta,Noun,호텔에서 나가는 것,the act of leaving a hotel,checkouts,Places & Transport,W000003681,S000000001,"departure,payment counter"
checkout,B1,LCMS_0729_0727_wordmeta,Noun,물건 값을 내는 곳,the place in a store where you pay,checkouts,Shopping & Money,W000003681,S000000002,"departure,payment counter"
sit down,B1,LCMS_0729_0727_wordmeta,Verb,앉다,to lower your body into a sitting position,,Actions & Verbs,W000003682,S000000001,
shave,B1,LCMS_0729_0727_wordmeta,Noun,면도,the act of cutting hair off your skin,"shaved,shaves,shaving",Health & Body,W000003683,S000000001,"trim,cut"
shave,B1,LCMS_0729_0727_wordmeta,Verb,"면도하다, 털을 깎다",to cut hair off your skin very close,"shaved,shaves,shaving",Health & Body,W000003683,S000000002,"trim,cut"
propaganda,C1,LCMS_0729_0727_wordmeta,Noun,"선전, 홍보",information to make people believe something,,Society & Community,W000003686,S000000001,"promotion,publicity,advocacy,information campaign"
refuge,C1,LCMS_0729_0727_wordmeta,Noun,안전한 곳,a safe place to go for protection,refuges,Places & Transport,W000003687,S000000001,"shelter,sanctuary,haven"
dramatic,B2,LCMS_0729_0727_wordmeta,Adjective,마음을 움직이는,making you feel strong emotions,"more dramatic,most dramatic",Feelings & Emotions,W000003688,S000000001,"exciting,thrilling,striking"
dramatic,B2,LCMS_0729_0727_wordmeta,Adjective,아주 놀라운,very exciting and surprising,"more dramatic,most dramatic",Abstract Concepts,W000003688,S000000002,"exciting,thrilling,striking"
spine,C1,LCMS_0729_0727_wordmeta,Noun,"가시, 뾰족한 부분","a sharp, pointed part on a plant or animal",spines,Nature & Weather,W000003692,S000000001,"thorn,barb,prickle"
spine,C1,LCMS_0729_0727_wordmeta,Noun,등뼈,the row of bones in your back,spines,Body & Senses,W000003692,S000000002,"thorn,barb,prickle"
spine,C1,LCMS_0729_0727_wordmeta,Noun,책등,the narrow back part of a book,spines,Home & Objects,W000003692,S000000003,"thorn,barb,prickle"
theology,C1,LCMS_0729_0727_wordmeta,Noun,신에 대해 배우는 것,the study of God and religion,,School & Learning,W000003693,S000000001,
indeed,B1,LCMS_0729_0727_wordmeta,Adverb,"정말로, 확실히",truly or certainly,,Grammar & Function Words,W000003694,S000000001,"really,truly,certainly"
guitar,Pre A1,LCMS_0729_0727_wordmeta,Noun,기타,a musical instrument with strings,guitars,Home & Objects,W000003696,S000000001,
deficiency,C1,LCMS_0729_0727_wordmeta,Noun,부족한 것,when you do not have enough of something important,deficiencies,Abstract Concepts,W000003698,S000000001,"lack,shortage,deficit"
imaginary,B1,LCMS_0729_0727_wordmeta,Adjective,"상상의, 진짜가 아닌","only in your mind, not real",,Abstract Concepts,W000003699,S000000001,"fictional,hypothetical,fictitious,unreal"
removal,C1,LCMS_0729_0727_wordmeta,Noun,없애는 것,the act of taking something away completely,removals,Actions & Verbs,W000003701,S000000001,"elimination,displacement,clearing"
removal,C1,LCMS_0729_0727_wordmeta,Noun,다른 곳으로 옮기는 것,the act of moving something to a different place,removals,Actions & Verbs,W000003701,S000000002,"elimination,displacement,clearing"
comment,B1,LCMS_0729_0727_wordmeta,Verb,의견을 말하다,to say what you think about something,"commented,comments,commenting",Actions & Verbs,W000003703,S000000001,"remark,say,state"
